user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
MD Assoc of Counties,"Annapolis, Maryland",MACo is a non-profit & non-partisan organization that serves Maryland county governments by articulating their needs and ideas to the Maryland General Assembly.,14/1/2011 21:59,5116,2729,4077,TRUE,25/7/2020 10:54,Looking for the latest #news and notes on #school reopening plans? #Elections? The @Conduit_St_Pod has you covered!… https://t.co/RdUZ6fQoPr,"['news', 'school', 'Elections']",Twitter for iPhone,FALSE
Scott Eastwood,,"External Affairs Manager, LGBT campaigner, community campaigner. RT not an endorsement. Only my views represented here.DMs open He/Him",21/6/2011 14:57,1337,1915,8511,FALSE,25/7/2020 10:54,I've just had my #COVID19 test done even though I have no symptoms but following advice from @GerryTaylor12 and… https://t.co/PQjnZCkG9o,['COVID19'],Twitter for Android,FALSE
PRIDE IN LAW,"Queensland, Australia","Pride in Law is an association dedicated to the LGBTIQ+ legal profession. We promote a positive working atmosphere that is Law Focused, Pride Inspired.",16/11/2017 21:53,308,236,1982,FALSE,25/7/2020 10:54,"In #Queensland, it’s the perfect weather this weekend to stay home, watch a movie (or 3), be safe and out of the ra… https://t.co/9kOaBg6Tax",['Queensland'],Twitter for iPhone,FALSE
Esther Pak,"Geneva, Switzerland",Swiss-based Korean-American grad student @IHEID from Chi-Town. @JohnsHopkinsSPH alum. Jazz/comedy aficionado. Tweets about global health and life epiphanies.,8/2/2014 22:12,137,285,2493,FALSE,25/7/2020 10:54,@Twitter - any tweet I post with @WHO and #COVID19 are not showing up in my profile. Since March. Why? https://t.co/peZKE9pq16,['COVID19'],Twitter Web App,FALSE
Smurf,,all views are my own. Irish 🇮🇪 #manutd fan,23/9/2017 20:21,13,74,547,FALSE,25/7/2020 10:54,"@FineGael @fiannafailparty @TheGreenParty shame on all of you, this goes to show how out of touch this government i… https://t.co/17X2lmvCMu",,Twitter for Android,FALSE
Right For Rugby ... Have Your Say,"Rugby, England",#RightForRugby Rugby Towns Community Page where points of view good or bad can be voiced without censorship.,13/5/2020 21:11,14,178,5,FALSE,25/7/2020 10:54,recommendation ...  A BIG NO most definitely for #JBdoorsandwindows why not #covid19 compliment as owner? employee?… https://t.co/6ICa4V75KS,"['JBdoorsandwindows', 'covid19']",Twitter for iPad,FALSE
Patricia Lomejko,Ireland ,,7/10/2011 18:03,47,289,1254,FALSE,25/7/2020 10:54,Don't be stupid wear a mask @IrishRail #COVID19 https://t.co/X48cFtpXw3,['COVID19'],Twitter for Android,FALSE
The Hawk,India,▌Stay UpToDate - The Hawk is One of India's topmost English Dailies. Latest news from India and around the world. Published From Haridwar UK & Saharanpur UP.,19/11/2012 14:48,2088,802,14,FALSE,25/7/2020 10:54,"COVID-19: Import licenses for rapid diagnostic kits of 3 firms cancelled, 16 suspended by DCGI #COVID19… https://t.co/bGClwCgsBj",['COVID19'],Hocalwire Social Share,FALSE
Marc,United Kingdom,Let’s deliver sensibility to the Nation,25/5/2011 15:48,75,205,1770,FALSE,25/7/2020 10:54,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/28B48pmg2F",['COVID19'],Twitter for iPhone,FALSE
#PutsouthAfricansfirst,Java7890@,I'm that I I'm,8/2/2011 6:47,491,633,6668,FALSE,25/7/2020 10:53,"Thank god, all these bottles I popped
All this paper I been gettin, all these models I popped @MeekMill #MMG… https://t.co/ksfDPJbyZ0",['MMG'],Twitter for Android,FALSE
RedRaw Radio,Sydney,,27/2/2009 8:28,41,44,1291,FALSE,25/7/2020 10:53,@geoffsmith55 The bloke is irrelevant. Now isn’t the time for political point scoring. If this is the best the blok… https://t.co/KoygMBQCL8,,Twitter for iPhone,FALSE
Gary Friedman,Australia,"The puppet is our metaphor, with the power to unite across cultural, language and social divides.",23/9/2010 20:54,677,108,60,FALSE,25/7/2020 10:53,Next week we releasing our new stop-motion film ‘Winston’ which will be premiered at the Student’s Puppet Festival… https://t.co/xV2EjPonsq,,Instagram,FALSE
I am Royal,Ilorin,I am the Light of my Father (God) and My Father is the Father of Light (Me)....,16/5/2011 17:25,488,802,2391,FALSE,25/7/2020 10:53,"This is the moment we've all been waiting for. If you won't miss it say ""I won't miss it"" 
#churchresumption… https://t.co/94f5TjLuww",['churchresumption'],Twitter for Android,FALSE
"Shri Radhe Maa Charitable Society , New Delhi","New Delhi, India",Charitable Society Serving Humanity.,23/1/2018 8:01,131,1,14,FALSE,25/7/2020 10:53,#ShriRadheMaa #OceanOfKindness #Help #Support #Charity #SocialService #RadheMaa #Donation #COVID19 #StayAtHome… https://t.co/60fFsO6xfE,"['ShriRadheMaa', 'OceanOfKindness', 'Help', 'Support', 'Charity', 'SocialService', 'RadheMaa', 'Donation', 'COVID19', 'StayAtHome']",Twitter for Android,FALSE
Betsie,New York,“I have never let my schooling interfere with my education.”  ― Mark Twain,14/2/2009 20:59,3575,2283,52,FALSE,25/7/2020 10:53,Can I sue @Cornell if I get #COVID19 as part of the “non-Cornell spread” @nygovcuomo #twithaca  https://t.co/voORkIAUbF,"['COVID19', 'twithaca']",Twitter for iPad,FALSE
OliverdePeyer,"ÜT: 51.534976,-0.122796","I work on lab robots (on VMs?) and Astrobiology. Care to mix? Ham operator out of London, M0LVR",21/5/2008 13:19,663,2128,87,FALSE,25/7/2020 10:53,Here's a link to the full @CNN live interview with me is morning about my work as a #COVID19 testing scientist https://t.co/i0o7KKTfDl,['COVID19'],Twitter for iPhone,FALSE
"Startup Incubation and Innovation Centre, IITK",India,A launch pad for purpose-driven entrepreneurs harnessing the power of innovation and technology.,8/8/2018 6:58,1634,259,664,FALSE,25/7/2020 10:53,Find our incubated startup @NoccaRobotics mentioned as one of the six healthcare startup that hit the spotlight in… https://t.co/oRz03S9iPL,,Twitter for Android,FALSE
Hans Solo,BRing THE TruTh THROUGH a picture,"We just try to share the truth & a little bit opinion & just eat delicious food ,not just basic nutrition, to stay alive and enjoy it. Our Pride Is The Name",24/4/2013 2:44,594,38,353,FALSE,25/7/2020 10:53,A man wearing a face mask walks past a memorial for #COVID19 victims in front of Green-Wood Cemetery in #Brooklyn o… https://t.co/ACmmn8SV1A,"['COVID19', 'Brooklyn']",Twitter Web App,FALSE
Adenike,,"I am a very good communicator,therefore easy for me to relate with other people",10/6/2020 15:11,10,73,76,FALSE,25/7/2020 10:53,"Hey, here is the best and top rated beat ever by DJ innocent world best DJ beat.

https://t.co/O4kJOObBNL… https://t.co/YG8y2fLtx5",,Twitter Web App,FALSE
Katrina Long,"Melbourne, Victoria",Mixed method implementation and evaluation health services researcher who wants to change the world with #knowledgetranslation,13/11/2018 23:40,261,411,1514,FALSE,25/7/2020 10:53,Today I was supposed to get #married. Instead I spent the day unpacking books in my new home to our #wedding playli… https://t.co/D4ppOsL3OC,"['married', 'wedding']",Twitter Web App,FALSE
Eric🔶️,"""United States of America""",Proud Conservative. Love my country and stand for the Flag 🇺🇸,23/7/2014 3:58,1422,1731,11675,FALSE,25/7/2020 10:53,People have registered to take the test but decided not to only to be called later and told they are positive for… https://t.co/a3h6IJMRTP,,Twitter for Android,FALSE
Deccan Herald,India,"Bangalore & Karnataka's leading news daily for over 72 years. Authentic, definitive, and fresh: like your morning filter coffee. Got a story? Tweet or DM us.",18/3/2011 10:02,57160,737,1076,TRUE,25/7/2020 10:53,"#Covid19 | Of the 93 deaths reported in the department, Mumbai police alone accounted for more than 52 fatalities. 

https://t.co/bEy8UFwqv6",['Covid19'],Twitter Web App,FALSE
Alonge Babatope,Nigeria,CEO,10/10/2011 12:19,4514,4264,181,FALSE,25/7/2020 10:53,"You know it's so easy for a lot of people this pandemic lockdown to count time less significant.

Hello! The year i… https://t.co/5b9zoCucSR",,Twitter for Android,FALSE
Sam Acosta,"Manila, Philippines",https://t.co/rTX9TqAPcd,10/12/2009 2:42,90,267,8,FALSE,25/7/2020 10:53,"Philippine Star: COVID-19 cases in Philippines cross 76,000.

 #covid19 #pandemic #disasters https://t.co/tP2H2Y8d31","['covid19', 'pandemic', 'disasters']",LinkedIn,FALSE
Mignonette,"Златоуст, Россия",,22/7/2020 9:34,0,12,18,FALSE,25/7/2020 10:53,#COVID19 is not going to end anytime soon we have to learn to live with this pandemic it is not going to end anytim… https://t.co/U44tzlDWXd,['COVID19'],Twitter for Android,FALSE
TheArgus.in,"Bhubaneswar, India",24x7 Web  News Channel,13/1/2018 6:45,3362,483,251,FALSE,25/7/2020 10:53,#Puri: Four more #COVID19 patients have been recovered and discharged from Sri Jagannath Medical College &amp; Hospital… https://t.co/0zL6kwREVo,"['Puri', 'COVID19']",Twitter Web App,FALSE
celia bassols,"Milton, DE","Concept development specialist who loves good government and public service, art, music, books, food and drinkable wine.",28/2/2009 15:36,959,1320,10838,FALSE,25/7/2020 10:53,@JimPethokoukis @NikkiHaley @AEIdeas So no taxpayer money went to fighting #COVID19? Try again. Billions have been… https://t.co/WQYnY5CmNZ,['COVID19'],Twitter for Android,FALSE
Faruk Avdi,Sydney,Hurtling through space at 611km per second. It's a wonder any of us can focus on...anything really,20/9/2008 6:10,405,923,500,FALSE,25/7/2020 10:53,Get ready for a tumultuous ending to a very difficult year - the US electoral system looks drastically unprepared f… https://t.co/WmOUXZD8oT,,Twitter for Android,FALSE
G. Laure,"Houston area, Texas","International selling author of EVOLUTION OF A SAD WOMAN (murder mystery, romance, suspense, thriller) book.",21/7/2010 18:47,1591,1258,451,FALSE,25/7/2020 10:53,#COVID19 #StaySafe #Read:  EVOLUTION OF A SAD WOMAN #book #worldwide #shopping @ bottom of page:#Amazon: #USA… https://t.co/FiPpDgNDp8,"['COVID19', 'StaySafe', 'Read', 'book', 'worldwide', 'shopping', 'Amazon', 'USA']",Twitter for Android,FALSE
Dr Tony Rao,"London, England",#NHSDoc Socialentrepreneur #Alcohol #Olderpeople #BAFTA @mjauk @AdvancesDD @TheBJPsych Highlights #Author Giving a voice to the silent. Views my own not advice.,25/9/2011 15:12,4769,3081,13355,FALSE,25/7/2020 10:53,Patients under dual diagnosis services have lower rates of suicide.  But the NHS is up against the lack of addictio… https://t.co/oxvs9fc25t,,Twitter for iPhone,FALSE
Coronavirus Updates - Alexander Higgins,,An independent citizen journalist that aggregates and reports on news and political issues with a focus on government corruption and environmental activism.,2/5/2010 3:52,17467,6810,9897,FALSE,25/7/2020 10:53,"US #CoronaVirus: 4,248,759 cases and 148,498 deaths reported in the United States to date.

432 new cases and 8 new… https://t.co/6MTRRa7e8W",['CoronaVirus'],Alexander Higgins,FALSE
IANS Tweets,New Delhi,India's largest independent News Agency,8/5/2010 13:21,52155,45,65,TRUE,25/7/2020 10:53,The Union Ministry of Health and Family Welfare (@MoHFW) in the report in the #SupremeCourt gave suggestions for co… https://t.co/eoJshYfxM2,['SupremeCourt'],Twitter Web App,FALSE
Financial Mirror,Cyprus,"Cyprus business news & solutions provider, est. 1993 #FMcy",29/9/2010 8:17,4367,4484,4594,FALSE,25/7/2020 10:53,"#Cyprus government measures to subsidise mortgages, in a bid to support the #COVID19 struck #economy, seem to be pa… https://t.co/nfBkdBW6D8","['Cyprus', 'COVID19', 'economy']",Twitter Web App,FALSE
GeneralSpankMe,"Connecticut, USA",https://t.co/atT2tdst3G,25/12/2014 4:11,58,186,4014,FALSE,25/7/2020 10:53,Cardi-B TRIED TO WARN US https://t.co/kdtrWc1yU7 via @YouTube. #COVID19  #coronavirus #COVID,"['COVID19', 'coronavirus', 'COVID']",Twitter for iPhone,FALSE
MyBrainHz,,"Project Lead, https://t.co/0R7Kd33TFE since 2014
#bitcoin since 2013
Report suspected #crypto #scams to us, we'll do the rest.

Let's change our World. 🚀",24/2/2014 16:36,4601,1764,11578,FALSE,25/7/2020 10:53,"@erock23175 @JoshuaPotash I'd better ask.

Would you mind a Surgeon operating on you without a mask, if you know he… https://t.co/crfEgi11tY",,Twitter Web App,FALSE
Neel Iodated Salt,"Dar es Salaam, Tanzania","Iodated Salt Manufacturer company at Tanzania, Affrica.",23/6/2018 9:49,310,1575,370,FALSE,25/7/2020 10:53,"Stay Safe Stay Positive

#covid19 #staysafe #stayhome #staypositive #neelagainstcorona #neelsalt #childrenhealth… https://t.co/BlyJkG1tt2","['covid19', 'staysafe', 'stayhome', 'staypositive', 'neelagainstcorona', 'neelsalt', 'childrenhealth']",Twitter Web App,FALSE
Quinnstigator,"Massachusetts, USA",People don’t change; they reveal who they really are. #RESIST 🌊🌊Quinn&Malcolm🐕#VOTEBLUE💙 #blacklivesmatter #Biden2020💙#RESIST🌊🌺Proud Mom🌺,22/5/2020 12:12,2766,2883,3740,FALSE,25/7/2020 10:53,This pandemic is alive and well. Everything we choose to do is so important. We can save lives. We have to be smart… https://t.co/jkg9jWJA0m,,Twitter for iPhone,FALSE
LABS,,News and analysis from Latin America to the world,22/10/2018 20:37,366,170,31,FALSE,25/7/2020 10:53,"In Chile, online spending on retail hit 148% growth in the second quarter of 2020. According to the country's Natio… https://t.co/0h5aw5NhYB",,TweetDeck,FALSE
RN Staff,Indianapolis,We’re in search 🔎 of #RNs. People who care about people. Better take-home pay with all the benefits. 📥,4/10/2017 12:34,248,1147,257,FALSE,25/7/2020 10:52,"Montgomery County students could start classes remotely, return to campus gradually in the fall #stopcovid19… https://t.co/i8kvzpLj2M",['stopcovid19'],Twitter for iPhone,FALSE
Innisfree arts🍀 Seán Ó Laighin,"Glasgow, Scotland",☘️Glasgow Irish artist & musician🍀Irish and Celtic FC original art and prints. Commissions #Celtic https://t.co/7ZrhbhNObe,14/6/2016 21:59,3424,3393,7415,FALSE,25/7/2020 10:52,@GLiveSport Another test ? They dodged the first test to save a few ££££ #Sevco #COVID19 #coronavirus #scotlandsshame #skint,"['Sevco', 'COVID19', 'coronavirus', 'scotlandsshame', 'skint']",Twitter for Android,FALSE
Outlook Magazine,"New Delhi, India",The fully loaded news magazine from India,4/3/2009 12:45,222071,56,218,TRUE,25/7/2020 10:52,"India has gradually ramped-up its testing capacity for #COVID19 and conducted over 4.20 lakh tests in a day, the hi… https://t.co/TPEhh3oPuD",['COVID19'],Twitter Web App,FALSE
Ｄｒ Ｄｙｌａｎ 🏴󠁧󠁢󠁷󠁬󠁳󠁿,Work-Old Colwyn♦Play-Abergele ,"GP & Trainer, C21Tutor, RCGP Fellow, 'BEST' Award winner, Champion for NHS Wales. RCGP 'Discover GP Champion'- @gp_schools . Cymro. LFC. Mynydda. Beicio.",11/7/2012 14:11,2759,1596,15999,FALSE,25/7/2020 10:52,"Writing is on the wall regarding a second wave

@ChrisStockport1 of @BetsiCadwaladr agrees 👉… https://t.co/t6D0TNVvOM",,Twitter for Android,FALSE
RBClouston,"Ontario, Canada","“I am a part of all I have met.”  Ulysses, Alfred, Lord Tennyson",23/11/2015 8:53,187,453,11620,FALSE,25/7/2020 10:52,"China - Dalian, Liaoning, “Wartime” Mode
#COVID19 outbreak linked to seafood processing company, 22-24Jul
- 12 tota… https://t.co/wMUEG8IAQ8",['COVID19'],Twitter for iPad,FALSE
Justice & Peace Malta,Malta,Official twitter account of the Justice & Peace Commission of the Archdiocese of Malta.,21/11/2019 7:10,53,160,180,FALSE,25/7/2020 10:52,"Conflict, insecurity, limited access to justice In 2019, more than 79.5million people fled war, persecution and con… https://t.co/ceoq8V7uKd",,Twitter for iPhone,FALSE
EBB,London,"supporting students in higher & further education. Join us. GIVE students a bright future https://t.co/m2dzA2k5T4
e-book https://t.co/GlIiyWEAhW",12/2/2014 16:53,1227,3106,2866,FALSE,25/7/2020 10:52,"@TabishGhafoor @indians_inuk 
our podcast with exclusive insights on #COVID19 effect on Higher Education out now. W… https://t.co/SGNcZja4qR",['COVID19'],Twitter Web App,FALSE
Sakshi Arora,Twitterverse,These are my opinions. Not necessarily shared by reasonable-minded people nor my benevolent Facebook friends,1/10/2015 5:19,95,86,294,FALSE,25/7/2020 10:52,#KanganaRanaut is worse than #coronavirus she USED #SushantSinghRajput as a vehicle to keep trending for a month so… https://t.co/mmoINQjMIP,"['KanganaRanaut', 'coronavirus', 'SushantSinghRajput']",Twitter for Android,FALSE
Bob Bloomer,"Port Hope, Ontario",Starting to look like a fat old hippy!,21/8/2018 23:16,6,14,539,FALSE,25/7/2020 10:52,"McDonald's makes masks mandatory Aug 1st. So, even Ronald McDonald is showing more leadership than #Trump!… https://t.co/VCoW4bS0W3",['Trump'],Twitter Web App,FALSE
Unstoppable Messi,"Kerala, India","Team Unstoppable Messi.

Enlightening the Vitality of Messi Magic.
Supporters club of Lionel #Messi  based all over Kerala, India",26/10/2019 7:40,86,112,185,FALSE,25/7/2020 10:52,"Xavi Hernandez Tests Positive for Covid-19

👉🏻We wishes him a speedy recovery and good health❤️

#xavi
#covid19

 🔺… https://t.co/Mxd6vnlTli","['xavi', 'covid19']",Twitter for Android,FALSE
Oneindia News,India,"https://t.co/b2BCDYhPGV is a gamut of online resources. From breaking stories, top news, current affairs to sports update, movies & entertainment.",16/12/2008 9:44,63315,664,360,TRUE,25/7/2020 10:52,"The former @FCBarcelona star says he is feeling okay, but is self-isolating as per competition protocols. @AlsaddSC… https://t.co/XpT3DgQCk5",,TweetDeck,FALSE
Sweet Baby Gee😘❤️,,God is Love❤️,12/11/2019 20:03,167,350,3637,FALSE,25/7/2020 10:52,I can’t see this alone Guys 😭😭 #alreadyvideo #هيون_الغماس #carryminati #COVID19 #BBNaijia https://t.co/H1f8TGp4NJ,"['alreadyvideo', 'هيون_الغماس', 'carryminati', 'COVID19', 'BBNaijia']",Twitter for iPhone,FALSE
Coronavirus Updates,,"COVID-19 (Coronavirus) Latest News & Statistics.
We post updates 24/7 as they come in, all stats are from official sources.
#Coronavirus #COVID19",7/3/2020 12:52,433,1,0,FALSE,25/7/2020 10:52,"3 new deaths in Zambia 

[11:52 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic","['coronavirus', 'CoronaVirusUpdate', 'COVID19', 'CoronavirusPandemic']",COVID19-Updates,FALSE
Shelfers,Zimbabwe,"A start-up focusing on bringing you value. We have everything housed in one place i.e. business tips, money-saving tips, latest trends in IT and advise on life!",29/1/2020 21:25,17,36,192,FALSE,25/7/2020 10:52,2296 Coronavirus Cases – 172 New Cases And 4 New Deaths Recorded In Zimbabwe https://t.co/Pyc9cPcw6y #covid19Zim #COVID19 #COVIDー19 #Corona,"['covid19Zim', 'COVID19', 'COVIDー19', 'Corona']",Twitter Web App,FALSE
No Durian No Life,,Durian makes me 😆 Please follow me and check my YouTube channel and subscribe it😉  #YouTuber,30/3/2019 8:50,284,872,19135,FALSE,25/7/2020 10:52,"Why don't you visit Ghibli's world?
You can see the model of Spirited Away.
You might see Sen :-)… https://t.co/eR6FIwG7yb",,Twitter Web App,FALSE
EClinicalMedicine – Published by The Lancet,London UK - Boston USA,"A gold open access clinical journal, published by @TheLancet, influencing clinical practice and strengthening health --- Editor-in-Chief: @Claudia_Editor",28/5/2018 8:41,3407,887,705,FALSE,25/7/2020 10:52,"NEW #COVID19 COMMENTARY:

#Brazil should learn from the United States that the worst is yet to come! -&gt; Lack of inf… https://t.co/F0JrgjjeUG","['COVID19', 'Brazil']",Twitter Web App,FALSE
EpiAFRIC,"Abuja, Nigeria",World Class Health Consultancy Services,4/5/2014 16:37,9016,455,4595,FALSE,25/7/2020 10:52,"Media outlets are key public health players.

How would you rate the media’s coverage of #COVID19 in Nigeria?

Plea… https://t.co/5RcL5yxUon",['COVID19'],Twitter for iPhone,FALSE
The Tribune,Chandigarh,"Official Twitter handle of The Tribune, North India’s oldest and most trusted newspaper, published from Chandigarh, India. https://t.co/QQ5bS8UQEL",27/2/2015 12:48,87792,262,109,TRUE,25/7/2020 10:52,"India’s #COVID19 testing hits record high of 4.20 lakh samples a day
 https://t.co/d9Nz1UPY3K",['COVID19'],Twitter for Android,FALSE
GlobalPandemic.NET,WORLDWIDE,Breaking News & Critical Information to SURVIVE the Coronavirus Outbreak / Civil Unrest,13/7/2010 21:58,26108,26003,2,FALSE,25/7/2020 10:52,"ALERT: What Do Portland Protesters Want, and How Have the Police
Responded? - Global Pandemic News | #Coronavirus… https://t.co/LPB8IxQ8Pf",['Coronavirus'],GlobalPandemic.NET,FALSE
TOI Patna,,Your city. Your neighborhood. Your block. Covered for you by https://t.co/VSKi1mCAsZ,19/6/2017 11:33,3531,27,0,TRUE,25/7/2020 10:52,"2,803 new #COVID19 positive cases have been reported in #Bihar ,taking the total number of cases to 36,314, reports… https://t.co/3aciAqxEX4","['COVID19', 'Bihar']",TweetDeck,FALSE
NRI Legal Services,United Kingdom,Premier Global Legal Management Firm helping NRIs resolve legal & property matters without them having to travel to India.  Free Consultation at +44-121-5650566,7/10/2013 8:06,1327,4788,338,FALSE,25/7/2020 10:52,"COVID-19 has no face! You can’t see it.
Protect yourself by wearing a mask.
It reduces your chance of getting the v… https://t.co/Gj2xYnNPN0",,Twitter for iPhone,FALSE
TUCC,"New Delhi, India",Official Twitter account of TUCC | Retweets ≠ Endorsements,6/6/2019 10:18,171,28,80,TRUE,25/7/2020 10:52,"Whatever you are doing to stop the spread of #COVID19 – keep it up. 
Preventing the further spread of #coronavirus… https://t.co/MJsVX632MI","['COVID19', 'coronavirus']",IFTTT,FALSE
IANS Tweets,New Delhi,India's largest independent News Agency,8/5/2010 13:21,52155,45,65,TRUE,25/7/2020 10:52,The Centre in a report in the #SupremeCourt has proposed that state governments may consider #AyushmanBharat-PMJAY… https://t.co/15MIzJpvmK,"['SupremeCourt', 'AyushmanBharat']",Twitter Web App,FALSE
Setareh Sadeqi 🇮🇷 ستاره صادقى,"Esfahan, Iran",A voice from #Iran. Ph.D. Candidate in North American Studies; Tehran University. Freelance researcher. Tweets in فارسى/English/Español. RT#endorsement. She/her,23/5/2011 7:55,2198,1317,36742,FALSE,25/7/2020 10:52,"Afghan-Iranian physician, once herself a refugee, praised by UN for her selfless service in the fight against… https://t.co/sb5iBD9qo5",,Twitter for iPhone,FALSE
♡MandyBlogs85♡🏳️‍🌈,"Massachusetts, USA","Female 🚺 (she/her)
/Writer 📝/Blogger 💻/Foodie 🍽/Virgo 
♍/⚥♀️👸🏾🇭🇹🇺🇸🏳️‍🌈 
damanda835@gmail.com📧
music & film lover 🎵🎬❤ 
#BlackLivesMatter",17/10/2014 2:37,1317,809,386833,FALSE,25/7/2020 10:52,Especially during #COVID19? 🤢😷 https://t.co/6gMRaFdDju,['COVID19'],Twitter for Android,FALSE
Scottie McClue,United Kingdom,"#Podcaster #Livestream @YouTube 8pm  
https://t.co/LqoQlBWAJu
World's Top #Talk #Show
#First #Lord Of The #Internet
#Actor, #Writer, #Director.",16/4/2009 12:27,4165,4563,54522,FALSE,25/7/2020 10:52,"https://t.co/aA1L5q0wW5
If You're Into Talk Radio Then You're 
On A Massive Winner With This
Enjoy Humour On An Ind… https://t.co/xiqY354nQM",,Twitter for Android,FALSE
Vkpandianfanclub,Bhubaneswar ,"An Inspiration for All, The futuristic and visionary man in Mission for a better Odisha",12/7/2020 4:25,16,6,54,FALSE,25/7/2020 10:52,My humble appeale to all #COVID19 recovered persons to donate plasma which will be a great humanitarian service in… https://t.co/vUhwP6qMet,['COVID19'],Twitter for Android,FALSE
Hindustan Times,India,One of India's largest media companies. Latest news from around the world. Retweets are not endorsements,29/4/2009 10:11,7647629,126,2960,TRUE,25/7/2020 10:52,"India’s #COVID19 recovery rate now at 63.54%, case fatality count marks sharp dip

https://t.co/e9Txq56DwN https://t.co/w9OSCNFv4W",['COVID19'],TweetDeck,FALSE
UNCERF,,"The @UN Central Emergency Response Fund supports rapid humanitarian response for people affected by natural disasters & armed conflict.
#InvestInHumanity",14/7/2009 15:26,122395,3270,6607,TRUE,25/7/2020 10:52,.@UN_Women is providing up-to-date info and supporting vital programmes around the world to fight the… https://t.co/QwVGa2ZX0P,,Twitter Web App,FALSE
GlobalPandemic.NET,WORLDWIDE,Breaking News & Critical Information to SURVIVE the Coronavirus Outbreak / Civil Unrest,13/7/2010 21:58,26108,26003,2,FALSE,25/7/2020 10:51,"ALERT: Mothers’ Power in U.S. Protests Echoes a Global
Tradition - Global Pandemic News | #Coronavirus #COVID19… https://t.co/Ov0DXKQQ8E","['Coronavirus', 'COVID19']",GlobalPandemic.NET,FALSE
Francesco Di Marzo,"Sansepolcro, Tuscany",Enthusiastic Surgeon,14/6/2012 16:14,80,154,326,FALSE,25/7/2020 10:51,Impact of SARS‐CoV‐2 on elective surgical volume in Tuscany: effects on local planning and resource prioritization… https://t.co/H61gEaXvul,,Twitter for iPhone,FALSE
Dr. ir Johannes Drooghaag (JD),"Germany, Europe",Proud Dad ° CEO of Spearhead Management @Spearheadman https://t.co/Bl2EuWOwed ° Content creator at #GotAMinute @minute_got ° @JD_Publishing 🇳🇱🇪🇺,18/8/2015 13:57,26646,4157,186740,FALSE,25/7/2020 10:51,"🔵 Without the support and understanding of my smart daughter, I would not have been able to balance being… https://t.co/d1C74t9b2k",,Twitter for iPad,FALSE
Ed,,Manchester United Fan. Not rich. Nice guy though.,12/7/2015 17:48,521,710,3579,FALSE,25/7/2020 10:51,"Jesus. It’s nothing to do with the Govt controlling people. F@ck me. 

If there is a gnats piss (tiny) chance that… https://t.co/UxbyNAzIeq",,Twitter for iPhone,FALSE
Seermedia,"City of London, London","Politics, current affair, entertainment, fashion, music and every other topic on this earth and beyond!   Retweets are not endorsements",19/9/2016 14:35,715,189,106,FALSE,25/7/2020 10:51,"Some pools and gyms reopened in England on July 25 in another easing of #lockdown restrictions. In Wales, some tour… https://t.co/hQJ8tdIzwo",['lockdown'],Twitter Web App,FALSE
Health Sciences,"Nairobi, Kenya",".
Welcome to the College of Health Sciences
The College of Health Sciences is located within Kenyatta National Hospital four kilometres from the city centre.",1/2/2012 7:18,2418,117,60,FALSE,25/7/2020 10:51,"Mark the date: UON-CHS #COVID19 RESEARCH FORUM WEBINAR, 28TH JULY, 2020
https://t.co/NscyDkm8od https://t.co/QOVF5bplXw",['COVID19'],Twitter Web App,FALSE
Human Capital Stock,,"Gen Xer, Worker, Investor, Cancer Survivor, Almost TikTok Famous. The broth of 1% Stew, AllJobsMatter",23/4/2011 19:25,1514,888,4711,FALSE,25/7/2020 10:51,"barackobama and joebiden didn’t conduct a single #covid19 test while they were in office!
It doesn’t get anymore… https://t.co/7EZuyQN8Ix",['covid19'],Instagram,FALSE
Plan India,"New Delhi, India",Plan India is a not for profit organisation striving to advance children’s rights and equality for girls. We are a member of the Plan International Federation.,13/1/2009 6:40,14068,1090,1829,TRUE,25/7/2020 10:51,Glimpses of Plan India response to #COVID19 in #Kerala. We have supported 410 vulnerable families  with dry ration… https://t.co/LRzbtsCP4r,"['COVID19', 'Kerala']",Twitter for iPhone,FALSE
Coronavirus Updates - Alexander Higgins,,An independent citizen journalist that aggregates and reports on news and political issues with a focus on government corruption and environmental activism.,2/5/2010 3:52,17467,6810,9897,FALSE,25/7/2020 10:51,"Missouri reports 267 new cases and 1 new death bringing total confirmed cases there to 41,370 and 1,225 total death… https://t.co/wi2fFUsuwO",,Alexander Higgins,FALSE
Tom O'Leary,"London, England",Director of Public Engagement @HRP_Palaces #bestjob | prev Dir @TEDxLondon @sciencemuseum @UKparliament @UKnatarchives #teacher| FRSA | ❤️a kayak |🇪🇺🇬🇧,20/3/2009 11:12,5279,4159,5815,FALSE,25/7/2020 10:51,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/7O1Nn8pdqJ",['COVID19'],Twitter for iPhone,FALSE
People's Daily app,"北京, 中华人民共和国",Our mission is to provide news and perspectives on China to a global audience. Download the app for news on China.,4/2/2018 12:36,1398,101,16,FALSE,25/7/2020 10:51,"Number of confirmed #COVID19 cases in #HK reaches 2,506. https://t.co/6r4hFEpek6","['COVID19', 'HK']",Twitter Web App,FALSE
